Lil Baby - My Turn (2020)
Rod Wave - Pray 4 Love (2020)
Rod Wave - SoulFly (2021)
Rod Wave - Beautiful Mind (2022)
Rod Wave - Nostalgia (2023)
YoungBoy Never Broke Again - Top (2020)
YoungBoy Never Broke Again - Sincerely, Kentrell (2021)
YoungBoy Never Broke Again - The Last Slimeto (2022)
YoungBoy Never Broke Again - Don't Try This at Home (2023)
Gunna - Wunna (2020)
Gunna - DS4EVER (2022)
Lil Baby & Lil Durk - The Voice of the Heroes (2021)
Polo G - Hall of Fame (2021)
Tyler, the Creator - Call Me If You Get Lost (2021)
J. Cole - The Off-Season (2021)
Travis Scott - UTOPIA (2023)
Metro Boomin - Heroes & Villains (2022)
Morgan Wallen - Dangerous: The Double Album (2021)
Morgan Wallen - One Thing at a Time (2023)
Luke Combs - Growin' Up (2022)
Luke Combs - Gettin' Old (2023)
Zach Bryan - American Heartbreak (2022)
Zach Bryan - Zach Bryan (2023)
Noah Kahan - Stick Season (2022)
Chris Stapleton - Starting Over (2020)
Morgan Wallen - If I Know Me (2018)
Taylor Swift - Fearless (Taylor's Version) (2021)
Taylor Swift - Red (Taylor's Version) (2021)
Taylor Swift - Speak Now (Taylor's Version) (2023)
Taylor Swift - 1989 (Taylor's Version) (2023)
Billie Eilish - Happier Than Ever (2021)
Olivia Rodrigo - SOUR (2021)
Olivia Rodrigo - GUTS (2023)
Dua Lipa - Future Nostalgia (2020)
The Weeknd - After Hours (2020)
The Weeknd - Dawn FM (2022)
Bad Bunny - Un Verano Sin Ti (2022)
Karol G - KG0516 (2021)
Karol G - Mañana Será Bonito (2023)
Peso Pluma - GÉNESIS (2023)
Eslabon Armado - DESVELADO (2023)
Fuerza Regida - Pa Las Vibras Buena Energía (2022)
Fuerza Regida - Pero No Te Enamores (2024)
Grupo Frontera - El Comienzo (2023)
Myke Towers - LVEU: I Mean Love You (2023)
Rauw Alejandro - Afrodisíaco (2020)
Rauw Alejandro - Vice Versa (2021)
Rauw Alejandro - Saturno (2022)
Rosalía - MOTOMAMI (2022)
SEVENTEEN - Heng:garae (2020)
SEVENTEEN - Semicolon (2020)
SEVENTEEN - Attacca (2021)
SEVENTEEN - Face the Sun (2022)
SEVENTEEN - Sector 17 (2022)
SEVENTEEN - FML (2023)
SEVENTEEN - Seventeenth Heaven (2023)
Stray Kids - GO LIVE (2020)
Stray Kids - IN LIVE (2020)
Stray Kids - NOEASY (2021)
Stray Kids - Oddinary (2022)
Stray Kids - Maxident (2022)
Stray Kids - ★★★★★ (5-STAR) (2023)
Stray Kids - Rock-Star (2023)
TOMORROW X TOGETHER - The Dream Chapter: Eternity (2020)
TOMORROW X TOGETHER - Minisode1 : Blue Hour (2020)
TOMORROW X TOGETHER - The Chaos Chapter: Freeze (2021)
TOMORROW X TOGETHER - The Chaos Chapter: Fight or Escape (2021)
TOMORROW X TOGETHER - Minisode 2: Thursday's Child (2022)
TOMORROW X TOGETHER - The Name Chapter: TEMPTATION (2023)
TOMORROW X TOGETHER - The Name Chapter: FREEFALL (2023)
NewJeans - New Jeans (2022)
NewJeans - Get Up (2023)
IVE - LOVE DIVE (2022)
IVE - After LIKE (2022)
IVE - I've IVE (2023)
IVE - I'VE MINE (2023)
LE SSERAFIM - FEARLESS (2022)
LE SSERAFIM - ANTIFRAGILE (2022)
LE SSERAFIM - UNFORGIVEN (2023)
LE SSERAFIM - EASY (2024)
NewJeans - New Jeans (2022)
NewJeans - Get Up (2023)
FIFTY FIFTY - The Beginning: Cupid (2023)
(G)I-DLE - I Love (2022)
(G)I-DLE - I feel (2023)
(G)I-DLE - 2 (2024)
aespa - Savage (2021)
aespa - Girls (2022)
aespa - Drama (2023)
ITZY - GUESS WHO (2021)
ITZY - CRAZY IN LOVE (2021)
ITZY - CHECKMATE (2022)
ITZY - KILL MY DOUBT (2023)
ENHYPEN - BORDER : DAY ONE (2020)
ENHYPEN - BORDER : CARNIVAL (2021)
ENHYPEN - DIMENSION : DILEMMA (2021)
ENHYPEN - DIMENSION : ANSWER (2022)
ENHYPEN - MANIFESTO : DAY 1 (2022)
ENHYPEN - DARK BLOOD (2023)
ENHYPEN - ORANGE BLOOD (2023)
TREASURE - THE FIRST STEP : TREASURE EFFECT (2021)
TREASURE - THE SECOND STEP : CHAPTER ONE (2022)
TREASURE - THE SECOND STEP : CHAPTER TWO (2022)
TREASURE - REBOOT (2023)
BLACKPINK - THE ALBUM (2020)
BLACKPINK - BORN PINK (2022)
NewJeans - New Jeans (2022)
NewJeans - Get Up (2023)
IVE - I've IVE (2023)
LE SSERAFIM - UNFORGIVEN (2023)
FIFTY FIFTY - The Beginning: Cupid (2023)
Karol G - Mañana Será Bonito (2023)
Peso Pluma - GÉNESIS (2023)
Eslabon Armado - DESVELADO (2023)
Fuerza Regida - Pero No Te Enamores (2024)
Grupo Frontera - El Comienzo (2023)
Bad Bunny - Un Verano Sin Ti (2022)
Rauw Alejandro - Saturno (2022)
Rosalía - MOTOMAMI (2022)
Taylor Swift - Midnights (2022)
Taylor Swift - The Tortured Poets Department (2024)
Morgan Wallen - One Thing at a Time (2023)
Zach Bryan - Zach Bryan (2023)
Noah Kahan - Stick Season (2022)
SZA - SOS (2022)
Metro Boomin - Heroes & Villains (2022)
Travis Scott - UTOPIA (2023)
Olivia Rodrigo - GUTS (2023)
Billie Eilish - Happier Than Ever (2021)
Adele - 30 (2021) 
