Taylor Swift - Folklore (2020)
Taylor Swift - Evermore (2020)
Taylor Swift - Midnights (2022)
Taylor Swift - The Tortured Poets Department (2024)
Bad Bunny - YHLQMDLG (2020)
Bad Bunny - El Último Tour Del Mundo (2020)
Bad Bunny - Un Verano Sin Ti (2022)
The Weeknd - After Hours (2020)
The Weeknd - Dawn FM (2022)
Dua Lipa - Future Nostalgia (2020)
Olivia Rodrigo - SOUR (2021)
Olivia Rodrigo - GUTS (2023)
Harry Styles - Fine Line (2019)
Harry Styles - Harry's House (2022)
Billie Eilish - Happier Than Ever (2021)
Morgan Wallen - Dangerous: The Double Album (2021)
Morgan Wallen - One Thing at a Time (2023)
Lil Baby - My Turn (2020)
Pop Smoke - Shoot for the Stars, Aim for the Moon (2020)
Juice WRLD - Legends Never Die (2020)
Post Malone - Hollywood's Bleeding (2019)
Pop Smoke - Faith (2021)
Drake - Certified Lover Boy (2021)
Drake - Honestly, Nevermind (2022)
Drake - For All the Dogs (2023)
SZA - SOS (2022)
Kendrick Lamar - Mr. Morale & The Big Steppers (2022)
Beyoncé - Renaissance (2022)
Adele - 30 (2021)
Ed Sheeran - = (2021)
Ed Sheeran - - (2023)
Luke Combs - What You See Is What You Get (2019)
Luke Combs - Growin' Up (2022)
Luke Combs - Gettin' Old (2023)
Lil Durk - The Voice (2020)
Lil Durk - 7220 (2022)
Doja Cat - Hot Pink (2019)
Doja Cat - Planet Her (2021)
Roddy Ricch - Please Excuse Me for Being Antisocial (2019)
Lil Baby & Lil Durk - The Voice of the Heroes (2021)
Polo G - The GOAT (2020)
Polo G - Hall of Fame (2021)
Future - High Off Life (2020)
Future - I Never Liked You (2022)
Travis Scott - UTOPIA (2023)
Megan Thee Stallion - Good News (2020)
Tyler, the Creator - Call Me If You Get Lost (2021)
J. Cole - The Off-Season (2021)
Kanye West - Donda (2021)
Taylor Swift - Fearless (Taylor's Version) (2021)
Taylor Swift - Red (Taylor's Version) (2021)
Taylor Swift - Speak Now (Taylor's Version) (2023)
Taylor Swift - 1989 (Taylor's Version) (2023)
Billie Eilish - Happier Than Ever (2021)
Adele - 30 (2021)
Kid Laroi - FCK LOVE (2020)
Chris Stapleton - Starting Over (2020)
Luke Bryan - Born Here Live Here Die Here (2020)
Morgan Wallen - Dangerous: The Double Album (2021)
Zach Bryan - American Heartbreak (2022)
Zach Bryan - Zach Bryan (2023)
Noah Kahan - Stick Season (2022)
SZA - SOS (2022)
Metro Boomin - Heroes & Villains (2022)
Taylor Swift - Folklore: The Long Pond Studio Sessions (2020)
Ariana Grande - Positions (2020)
Ariana Grande - Eternal Sunshine (2024)
Pop Smoke - Shoot for the Stars, Aim for the Moon (2020)
Juice WRLD - Legends Never Die (2020)
Lil Uzi Vert - Eternal Atake (2020)
